"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",16933.05,18.64,49.95,-0.36%,2430595
2,"AA","Alcoa, Inc.","Basic Materials","Aluminum","USA",8662.80,81.00,8.10,2.02%,66269316
3,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",446988.51,12.15,486.59,1.17%,10750263
4,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - Major","USA",71203.09,13.79,44.81,0.65%,5110631
5,"ABC","AmerisourceBergen Corporation","Services","Drugs Wholesale","USA",14153.49,24.22,61.27,0.13%,1638056
6,"ABT","Abbott Laboratories","Healthcare","Medical Appliances & Equipment","USA",51762.41,62.58,33.17,0.48%,8162960
7,"ACE","ACE Limited","Financial","Property & Casualty Insurance","Switzerland",31038.69,9.63,91.01,-0.16%,1000876
8,"ACN","Accenture plc","Technology","Information Technology Services","Ireland",45145.06,14.43,70.28,-1.14%,5005164
9,"ACT","Actavis plc","Healthcare","Drugs - Generic","USA",18151.06,,137.30,-1.79%,2133100
10,"ADBE","Adobe Systems Inc.","Technology","Application Software","USA",24928.54,56.19,49.45,-0.26%,4346108
11,"ADI","Analog Devices Inc.","Technology","Printed Circuit Boards","USA",14123.56,21.86,45.69,-0.02%,1726275
12,"ADM","Archer Daniels Midland Company","Consumer Goods","Farm Products","USA",24014.13,20.30,36.33,0.39%,3440575
13,"ADP","Automatic Data Processing, Inc.","Technology","Business Software & Services","USA",33910.10,25.10,70.28,0.06%,1413571
14,"ADSK","Autodesk, Inc.","Technology","Technical & System Software","USA",8915.08,41.20,39.96,-1.06%,5027963
15,"ADT","The ADT Corporation","Services","Security & Protection Services","USA",8534.61,22.10,39.33,0.85%,2196129
16,"AEE","Ameren Corporation","Utilities","Diversified Utilities","USA",8418.22,,34.70,0.90%,1676909
17,"AEP","American Electric Power Co., Inc.","Utilities","Electric Utilities","USA",21241.28,17.54,43.68,0.44%,3544102
18,"AES","The AES Corporation","Utilities","Electric Utilities","USA",9875.34,,13.22,-0.60%,4135661
19,"AET","Aetna Inc.","Healthcare","Health Care Plans","USA",22746.93,12.75,63.86,-0.65%,2413552
20,"AFL","AFLAC Inc.","Financial","Accident & Health Insurance","USA",28973.47,8.65,62.28,0.21%,1445094
21,"AGN","Allergan Inc.","Healthcare","Drug Manufacturers - Other","USA",26204.88,15.70,88.53,-0.48%,2997752
22,"AIG","American International Group, Inc.","Financial","Property & Casualty Insurance","USA",70473.96,10.73,47.73,0.06%,10523209
23,"AIV","Apartment Investment & Management Co.","Financial","REIT - Residential","USA",4007.95,,27.58,0.77%,875996
24,"AIZ","Assurant Inc.","Financial","Accident & Health Insurance","USA",4323.40,11.18,55.78,1.16%,670354
25,"AKAM","Akamai Technologies, Inc.","Technology","Internet Information Providers","USA",8770.03,35.72,49.30,-1.40%,2212490
26,"ALL","The Allstate Corporation","Financial","Property & Casualty Insurance","USA",23855.20,10.88,50.94,0.89%,3532518
27,"ALTR","Altera Corp.","Technology","Semiconductor - Specialized","USA",11469.69,23.09,35.79,-0.83%,2003922
28,"ALXN","Alexion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",20594.65,60.27,105.48,-2.76%,1480403
29,"AMAT","Applied Materials Inc.","Technology","Semiconductor Equipment & Materials","USA",20860.02,,17.34,-0.97%,13940972
30,"AME","Ametek Inc.","Technology","Diversified Electronics","USA",10650.64,21.96,43.71,-0.50%,1880605
31,"AMGN","Amgen Inc.","Healthcare","Biotechnology","USA",79922.56,17.86,106.28,-1.37%,5439177
32,"AMP","Ameriprise Financial Inc.","Financial","Asset Management","USA",18537.30,15.82,90.47,0.69%,765680
33,"AMT","American Tower Corporation","Financial","REIT - Diversified","USA",28319.98,44.76,71.62,-0.38%,2206234
34,"AMZN","Amazon.com Inc.","Services","Catalog & Mail Order Houses","USA",135992.89,,298.23,-1.65%,3246949
35,"AN","AutoNation Inc.","Services","Auto Dealerships","USA",5925.53,17.81,48.81,0.56%,2251574
36,"ANF","Abercrombie & Fitch Co.","Services","Apparel Stores","USA",2620.15,12.36,33.86,2.02%,3131115
37,"AON","Aon Corporation","Financial","Insurance Brokers","USA",22351.13,22.84,71.25,-0.18%,1418027
38,"APA","Apache Corp.","Basic Materials","Independent Oil & Gas","USA",33680.64,13.64,85.92,-0.21%,2162275
39,"APC","Anadarko Petroleum Corporation","Basic Materials","Independent Oil & Gas","USA",46239.22,27.25,92.11,-0.01%,1799861
40,"APD","Air Products & Chemicals Inc.","Basic Materials","Chemicals - Major Diversified","USA",21775.51,22.27,103.99,1.37%,1313657
41,"APH","Amphenol Corporation","Technology","Diversified Electronics","USA",12088.07,20.74,75.69,1.15%,755304
42,"APOL","Apollo Group Inc.","Services","Education & Training Services","USA",2253.71,8.19,19.99,0.25%,1689823
43,"ARG","Airgas Inc.","Basic Materials","Chemicals - Major Diversified","USA",7775.67,24.47,106.18,0.37%,273940
44,"ATI","Allegheny Technologies Inc.","Industrial Goods","Metal Fabrication","USA",3208.27,54.62,30.04,-0.07%,884844
45,"AVB","Avalonbay Communities Inc.","Financial","REIT - Residential","USA",16099.70,78.88,124.63,0.61%,431660
46,"AVP","Avon Products Inc.","Consumer Goods","Personal Products","USA",8739.36,,20.16,0.95%,4461195
47,"AVY","Avery Dennison Corporation","Consumer Goods","Business Equipment","USA",4198.40,20.52,42.28,0.00%,608836
48,"AXP","American Express Company","Financial","Credit Services","USA",78719.80,17.74,72.22,0.00%,4701450
49,"AZO","AutoZone Inc.","Services","Auto Parts Stores","USA",14553.97,15.21,415.27,-0.11%,267765
50,"BA","Boeing Co.","Industrial Goods","Aerospace/Defense Products & Services","USA",87157.46,20.89,114.47,-0.84%,4712764
51,"BAC","Bank of America Corporation","Financial","Money Center Banks","USA",149138.04,31.45,13.84,1.10%,95846712
52,"BAX","Baxter International Inc.","Healthcare","Medical Instruments & Supplies","USA",35295.00,16.17,65.00,0.92%,3600733
53,"BBBY","Bed Bath & Beyond Inc.","Services","Home Furnishing Stores","USA",15899.44,15.65,74.95,-1.19%,1443023
54,"BBT","BB&T Corporation","Financial","Regional - Mid-Atlantic Banks","USA",23000.21,13.43,32.76,0.31%,3056893
55,"BBY","Best Buy Co. Inc.","Services","Electronics Stores","USA",12342.90,,36.26,1.65%,5336520
56,"BCR","CR Bard Inc.","Healthcare","Medical Instruments & Supplies","USA",9126.73,54.46,114.37,0.47%,686030
57,"BDX","Becton, Dickinson and Company","Healthcare","Medical Instruments & Supplies","USA",19312.51,17.79,99.10,0.78%,641019
58,"BEAM","Beam, Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",10740.11,26.46,66.42,-0.49%,1168608
59,"BEN","Franklin Resources Inc.","Financial","Asset Management","USA",31699.01,15.02,50.03,1.03%,2175295
60,"BF-B","Brown-Forman Corporation","Consumer Goods","Beverages - Wineries & Distillers","USA",14403.99,24.69,67.40,-0.68%,281460
61,"BHI","Baker Hughes Incorporated","Basic Materials","Oil & Gas Equipment & Services","USA",21547.52,21.52,48.64,-0.59%,2496587
62,"BIIB","Biogen Idec Inc.","Healthcare","Biotechnology","USA",53160.79,33.21,223.85,-0.73%,1429555
63,"BK","The Bank of New York Mellon Corporation","Financial","Asset Management","USA",34322.79,18.50,29.78,0.71%,4029728
64,"BLK","BlackRock, Inc.","Financial","Asset Management","USA",45529.15,17.32,266.80,1.54%,908208
65,"BLL","Ball Corporation","Consumer Goods","Packaging & Containers","USA",6566.01,19.93,44.64,-0.04%,877608
66,"BMS","Bemis Company, Inc.","Consumer Goods","Packaging & Containers","USA",3933.87,21.01,38.23,-0.16%,837003
67,"BMY","Bristol-Myers Squibb Company","Healthcare","Drug Manufacturers - Major","USA",76298.04,56.60,46.41,-0.41%,5338399
68,"BRCM","Broadcom Corp.","Technology","Semiconductor - Integrated Circuits","USA",15114.70,37.36,26.15,0.27%,5977855
69,"BRK-B","Berkshire Hathaway Inc.","Financial","Property & Casualty Insurance","USA",184.42,0.01,111.77,0.36%,3772982
70,"BSX","Boston Scientific Corporation","Healthcare","Medical Appliances & Equipment","USA",15745.82,,11.72,2.27%,15537014
71,"BTU","Peabody Energy Corp.","Basic Materials","Industrial Metals & Minerals","USA",4523.96,,16.95,0.12%,4401840
72,"BWA","BorgWarner Inc.","Consumer Goods","Auto Parts","USA",11243.01,21.30,97.98,-0.35%,1107762
73,"BXP","Boston Properties Inc.","Financial","REIT - Office","USA",15716.47,26.19,103.44,-0.11%,755590
74,"C","Citigroup, Inc.","Financial","Money Center Banks","USA",145801.57,15.32,47.95,0.59%,22544384
75,"CA","CA Technologies","Technology","Business Software & Services","USA",12915.00,12.48,28.70,-0.42%,2574365
76,"CAG","ConAgra Foods, Inc.","Consumer Goods","Processed & Packaged Goods","USA",12713.01,19.11,30.19,0.33%,3428079
77,"CAH","Cardinal Health, Inc.","Services","Drugs Wholesale","USA",18055.95,55.16,52.95,-0.47%,2570936
78,"CAM","Cameron International Corporation","Basic Materials","Oil & Gas Equipment & Services","USA",14818.19,20.44,60.09,-0.43%,1827946
79,"CAT","Caterpillar Inc.","Industrial Goods","Farm & Construction Machinery","USA",54279.65,13.17,83.52,0.81%,4573410
80,"CB","The Chubb Corporation","Financial","Property & Casualty Insurance","USA",22814.59,12.42,87.58,-0.45%,801537
81,"CBG","CBRE Group, Inc","Financial","Property Management","USA",7291.73,24.74,22.27,0.72%,4606049
82,"CBS","CBS Corporation","Services","Broadcasting - TV","USA",32654.58,19.29,53.62,-0.69%,5391316
83,"CCE","Coca-Cola Enterprises Inc.","Consumer Goods","Beverages - Soft Drinks","USA",10709.92,18.82,39.52,-0.43%,2647122
84,"CCI","Crown Castle International Corp.","Technology","Diversified Communication Services","USA",20513.89,227.23,70.44,0.26%,2385101
85,"CCL","Carnival Corporation","Services","Resorts & Casinos","USA",24490.00,22.25,31.60,-0.38%,3967261
86,"CELG","Celgene Corporation","Healthcare","Biotechnology","USA",60818.86,41.03,146.87,-1.12%,5363020
87,"CERN","Cerner Corporation","Technology","Healthcare Information Services","USA",18118.26,42.85,52.70,-0.88%,1517346
88,"CF","CF Industries Holdings, Inc.","Basic Materials","Agricultural Chemicals","USA",12201.79,7.22,206.46,-1.08%,1299983
89,"CFN","CareFusion Corporation","Healthcare","Medical Instruments & Supplies","USA",8040.32,21.24,36.95,0.60%,1168037
90,"CHK","Chesapeake Energy Corporation","Basic Materials","Independent Oil & Gas","USA",16971.47,,25.99,-0.23%,10101051
91,"CHRW","CH Robinson Worldwide Inc.","Services","Air Delivery & Freight Services","USA",9269.44,15.89,58.00,0.38%,1315710
92,"CI","Cigna Corp.","Healthcare","Health Care Plans","USA",21768.08,15.53,77.18,-0.28%,1251291
93,"CINF","Cincinnati Financial Corp.","Financial","Property & Casualty Insurance","USA",7703.05,13.66,47.11,-0.04%,456143
94,"CL","Colgate-Palmolive Co.","Consumer Goods","Personal Products","USA",55827.37,25.03,59.83,1.48%,4593271
95,"CLF","Cliffs Natural Resources Inc.","Basic Materials","Industrial Metals & Minerals","USA",3073.99,,20.09,-1.52%,8266731
96,"CLX","The Clorox Company","Consumer Goods","Housewares & Accessories","USA",10772.50,18.97,81.97,0.59%,1511282
97,"CMA","Comerica Incorporated","Financial","Regional - Midwest Banks","USA",7127.85,14.16,38.95,0.78%,1806674
98,"CMCSA","Comcast Corporation","Services","Entertainment - Diversified","USA",116632.23,17.52,44.33,-0.65%,9943029
99,"CME","CME Group Inc.","Financial","Investment Brokerage - National","USA",23941.85,25.73,72.04,-0.55%,896113
100,"CMG","Chipotle Mexican Grill, Inc.","Services","Restaurants","USA",13246.33,45.17,428.67,0.22%,442844
101,"CMI","Cummins Inc.","Industrial Goods","Diversified Machinery","USA",24290.05,17.22,129.34,-0.10%,969454
102,"CMS","CMS Energy Corp.","Utilities","Electric Utilities","USA",6908.74,16.12,26.12,0.62%,4169570
103,"CNP","CenterPoint Energy, Inc.","Utilities","Diversified Utilities","USA",10255.70,54.39,23.93,0.34%,2247941
104,"CNX","CONSOL Energy Inc.","Basic Materials","Industrial Metals & Minerals","USA",8021.28,64.94,35.07,-0.09%,1860322
105,"COF","Capital One Financial Corp.","Financial","Credit Services","USA",39634.20,9.15,68.10,0.40%,2626331
106,"COG","Cabot Oil & Gas Corporation","Basic Materials","Independent Oil & Gas","USA",14905.33,72.31,35.43,0.97%,6114986
107,"COH","Coach, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",15164.88,14.92,53.86,0.50%,3523116
108,"COL","Rockwell Collins Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",9014.81,15.26,66.53,0.96%,910169
109,"COP","ConocoPhillips","Basic Materials","Oil & Gas Drilling & Exploration","USA",85801.26,11.31,69.77,-0.57%,5758873
110,"COST","Costco Wholesale Corporation","Services","Discount, Variety Stores","USA",50017.16,25.24,114.59,2.12%,5851606
111,"COV","Covidien plc","Healthcare","Medical Instruments & Supplies","Ireland",27937.20,16.74,60.08,0.43%,2646402
112,"CPB","Campbell Soup Co.","Consumer Goods","Processed & Packaged Goods","USA",12585.12,18.39,40.08,0.20%,1740621
113,"CRM","Salesforce.com","Technology","Application Software","USA",29644.29,,49.91,-0.46%,4736246
114,"CSC","Computer Sciences Corporation","Technology","Information Technology Services","USA",7453.74,12.47,49.74,-0.46%,1079170
115,"CSCO","Cisco Systems, Inc.","Technology","Networking & Communication Devices","USA",120780.00,12.10,22.50,-0.62%,45336972
116,"CSX","CSX Corp.","Services","Railroads","USA",26020.12,13.84,25.46,0.83%,6181883
117,"CTAS","Cintas Corporation","Services","Business Services","USA",6106.50,19.53,50.00,0.12%,767121
118,"CTL","CenturyLink, Inc.","Technology","Telecom Services - Domestic","USA",19452.48,18.61,32.19,2.91%,7852153
119,"CTSH","Cognizant Technology Solutions Corporation","Technology","Business Software & Services","USA",24730.91,21.86,81.98,-0.24%,2671303
120,"CTXS","Citrix Systems, Inc.","Technology","Business Software & Services","USA",12480.69,39.92,66.66,-1.41%,3275982
121,"CVC","Cablevision Systems Corporation","Services","CATV Systems","USA",4227.16,,16.22,0.12%,3580186
122,"CVS","CVS Caremark Corporation","Services","Drug Stores","USA",71215.08,17.17,58.04,1.74%,9577632
123,"CVX","Chevron Corporation","Basic Materials","Major Integrated Oil & Gas","USA",223131.13,9.41,116.13,-0.51%,8840755
124,"D","Dominion Resources, Inc.","Utilities","Electric Utilities","USA",35558.93,109.84,61.51,-0.16%,3197657
125,"DAL","Delta Air Lines Inc.","Services","Major Airlines","USA",20612.50,11.83,24.25,0.08%,10942989
126,"DD","E. I. du Pont de Nemours and Company","Basic Materials","Chemicals - Major Diversified","USA",52537.63,22.42,56.94,-0.23%,4051692
127,"DE","Deere & Company","Industrial Goods","Farm & Construction Machinery","USA",31883.60,9.48,82.60,0.47%,2979800
128,"DELL","Dell Inc.","Technology","Personal Computers","USA",24299.31,18.20,13.83,0.00%,10964185
129,"DFS","Discover Financial Services","Financial","Credit Services","USA",23926.77,9.54,48.93,0.39%,3766726
130,"DG","Dollar General Corporation","Services","Discount, Variety Stores","USA",18414.46,18.84,56.70,0.62%,4153908
131,"DGX","Quest Diagnostics Inc.","Healthcare","Medical Laboratories & Research","USA",9422.08,18.47,61.70,-0.27%,1736629
132,"DHI","DR Horton Inc.","Industrial Goods","Residential Construction","USA",5784.22,14.70,17.93,-0.33%,10648562
133,"DHR","Danaher Corp.","Industrial Goods","Diversified Machinery","USA",46675.73,19.13,67.14,-0.25%,2924714
134,"DIS","Walt Disney Co.","Services","Entertainment - Diversified","USA",114589.18,19.27,63.59,-0.64%,8689741
135,"DISCA","Discovery Communications, Inc.","Services","CATV Systems","USA",27976.87,29.52,77.93,-0.38%,1070172
136,"DLPH","Delphi Automotive PLC","Consumer Goods","Auto Parts","United Kingdom",17440.01,16.89,55.91,0.05%,2713611
137,"DLTR","Dollar Tree, Inc.","Services","Discount, Variety Stores","USA",12881.24,20.37,57.66,-0.36%,1491511
138,"DNB","Dun & Bradstreet Corp.","Technology","Information & Delivery Services","USA",3953.79,15.00,100.35,-1.15%,366407
139,"DNR","Denbury Resources Inc.","Basic Materials","Independent Oil & Gas","USA",6609.79,16.29,17.92,-0.99%,4434412
140,"DO","Diamond Offshore Drilling Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",8629.90,12.41,62.07,-0.03%,876566
141,"DOV","Dover Corp.","Industrial Goods","Diversified Machinery","USA",14862.70,16.33,86.86,-0.73%,759429
142,"DOW","The Dow Chemical Company","Basic Materials","Chemicals - Major Diversified","USA",46163.01,18.80,38.92,1.04%,9538552
143,"DPS","Dr Pepper Snapple Group, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",8904.88,14.94,43.63,0.37%,2244399
144,"DRI","Darden Restaurants, Inc.","Services","Restaurants","USA",6454.01,17.58,49.57,7.11%,12582092
145,"DTE","DTE Energy Co.","Utilities","Electric Utilities","USA",11417.88,16.20,65.62,0.85%,1238393
146,"DTV","DIRECTV, Inc.","Services","CATV Systems","USA",32220.20,12.05,57.95,-0.17%,3299124
147,"DUK","Duke Energy Corporation","Utilities","Diversified Utilities","USA",47662.06,24.11,67.51,0.46%,2973309
148,"DVA","DaVita, Inc.","Healthcare","Specialized Health Services","USA",12033.96,20.71,57.36,-0.26%,1084959
149,"DVN","Devon Energy Corporation","Basic Materials","Independent Oil & Gas","USA",23436.60,,58.30,0.17%,3133081
150,"EA","Electronic Arts Inc.","Technology","Multimedia & Graphics Software","USA",7404.87,,24.15,0.33%,4026891
151,"EBAY","eBay Inc.","Services","Catalog & Mail Order Houses","USA",67872.01,25.91,52.33,-1.21%,9093573
152,"ECL","Ecolab Inc.","Consumer Goods","Cleaning Products","USA",29435.44,34.99,97.63,0.74%,1231945
153,"ED","Consolidated Edison Inc.","Utilities","Electric Utilities","USA",16352.61,16.28,55.83,0.74%,2624579
154,"EFX","Equifax Inc.","Financial","Credit Services","USA",7191.03,24.66,59.43,0.44%,702987
155,"EIX","Edison International","Utilities","Electric Utilities","USA",15370.90,11.58,47.15,1.38%,2288182
156,"EL","Estee Lauder Companies Inc.","Consumer Goods","Personal Products","USA",26675.88,26.66,68.77,0.09%,1524592
157,"EMC","EMC Corporation","Technology","Data Storage Devices","USA",51902.52,19.69,24.81,0.94%,22866574
158,"EMN","Eastman Chemical Co.","Basic Materials","Chemicals - Major Diversified","USA",11796.16,19.49,76.40,0.57%,1789472
159,"EMR","Emerson Electric Co.","Technology","Diversified Electronics","USA",45293.74,30.82,63.18,0.32%,3474371
160,"EOG","EOG Resources, Inc.","Basic Materials","Independent Oil & Gas","USA",46313.15,46.74,171.52,0.03%,1919664
161,"EQR","Equity Residential","Financial","REIT - Residential","USA",18781.08,580.22,52.22,0.08%,1094618
162,"EQT","EQT Corporation","Utilities","Gas Utilities","USA",13061.05,49.02,86.77,1.81%,2210488
163,"ESRX","Express Scripts Inc.","Healthcare","Health Care Plans","USA",50175.56,100.90,61.55,-0.40%,4330744
164,"ESV","Ensco plc","Basic Materials","Oil & Gas Drilling & Exploration","United Kingdom",12481.66,9.85,54.08,0.15%,1553401
165,"ETFC","E*TRADE Financial Corporation","Financial","Investment Brokerage - National","USA",4665.04,,16.26,0.43%,4203601
